Claim_ID,Customer_ID,Vehicle_ID,Claim_Date,Claim_Amount,Claim_Type
4818,121882,121882,2025-03-14,10000,1
4819,121883,121883,2025-12-21,10000,1
4820,121898,121898,2025-08-07,10000,1
4821,121906,121906,2025-09-14,10000,1
4822,121924,121924,2025-06-07,10000,1
4823,121958,121958,2025-07-21,10000,1
4824,121996,121996,2025-03-14,10000,1
4825,122035,122035,2025-05-21,10000,1
4826,122036,122036,2025-01-21,10000,1
4827,122046,122046,2025-12-21,10000,1
4828,122049,122049,2025-05-07,10000,1
4829,122062,122062,2025-03-21,10000,1
4830,122080,122080,2025-03-28,10000,1
4831,122126,122126,2025-12-07,10000,1
4832,122127,122127,2025-08-07,10000,1
4833,122130,122130,2025-09-21,10000,1
4834,122162,122162,2025-08-21,10000,1
4835,122178,122178,2025-06-28,10000,1
4836,122185,122185,2025-12-14,10000,1
4837,122235,122235,2025-03-28,10000,1
4838,122278,122278,2025-11-21,10000,1
4839,122324,122324,2025-04-28,10000,1
4840,122372,122372,2025-05-28,10000,1
4841,122431,122431,2025-04-28,10000,1
4842,122443,122443,2025-01-14,10000,1
4843,122461,122461,2025-06-28,10000,1
4844,122515,122515,2025-11-07,10000,1
4845,122529,122529,2025-08-28,10000,1
4846,122550,122550,2025-02-07,10000,1
4847,122569,122569,2025-04-14,10000,1
4848,122604,122604,2025-05-14,10000,1
4849,122613,122613,2025-01-07,10000,1
4850,122620,122620,2025-02-14,10000,1
4851,122691,122691,2025-12-14,10000,1
4852,122693,122693,2025-07-14,10000,1
4853,122706,122706,2025-04-28,10000,1
4854,122775,122775,2025-11-21,10000,1
4855,122808,122808,2025-07-28,10000,1
4856,122818,122818,2025-04-28,10000,1
4857,122820,122820,2025-02-07,10000,1
4858,122824,122824,2025-12-14,10000,1
4859,122860,122860,2025-01-07,10000,1
4860,122868,122868,2025-05-28,10000,1
4861,122898,122898,2025-03-28,10000,1
4862,122914,122914,2025-03-21,10000,1
4863,122945,122945,2025-06-21,10000,1
4864,122954,122954,2025-06-07,10000,1
4865,122972,122972,2025-11-21,10000,1
4866,123003,123003,2025-10-21,10000,1
4867,123023,123023,2025-06-21,10000,1
4868,123045,123045,2025-05-14,10000,1
4869,123069,123069,2025-06-21,10000,1
4870,123086,123086,2025-02-14,10000,1
4871,123108,123108,2025-12-07,10000,1
4872,123117,123117,2025-12-28,10000,1
4873,123138,123138,2025-03-07,10000,1
4874,123139,123139,2025-11-28,10000,1
4875,123144,123144,2025-06-28,10000,1
4876,123191,123191,2025-06-07,10000,1
4877,123195,123195,2025-02-28,10000,1
4878,123253,123253,2025-10-07,10000,1
4879,123269,123269,2025-02-07,10000,1
4880,123356,123356,2025-12-28,10000,1
4881,123400,123400,2025-02-14,10000,1
4882,123429,123429,2025-05-07,10000,1
4883,123438,123438,2025-07-07,10000,1
4884,123458,123458,2025-07-14,10000,1
4885,123461,123461,2025-06-21,10000,1
4886,123484,123484,2025-12-07,10000,1
4887,123543,123543,2025-02-14,10000,1
4888,123545,123545,2025-07-14,10000,1
4889,123591,123591,2025-11-14,10000,1
4890,123603,123603,2025-02-14,10000,1
4891,123646,123646,2025-10-28,10000,1
4892,123647,123647,2025-04-07,10000,1
4893,123662,123662,2025-11-21,10000,1
4894,123679,123679,2025-05-21,10000,1
4895,123717,123717,2025-09-28,10000,1
4896,123767,123767,2025-06-14,10000,1
4897,123770,123770,2025-07-14,10000,1
4898,123782,123782,2025-12-14,10000,1
4899,123807,123807,2025-10-21,10000,1
4900,123848,123848,2025-11-07,10000,1
4901,123898,123898,2025-12-21,10000,1
4902,123924,123924,2025-05-28,10000,1
4903,123950,123950,2025-05-14,10000,1
4904,123961,123961,2025-03-07,10000,1
4905,124015,124015,2025-07-14,10000,1
4906,124052,124052,2025-12-07,10000,1
4907,124121,124121,2025-05-14,10000,1
4908,124151,124151,2025-09-21,10000,1
4909,124190,124190,2025-10-21,10000,1
4910,124229,124229,2025-07-21,10000,1
4911,124267,124267,2025-03-07,10000,1
4912,124269,124269,2025-08-07,10000,1
4913,124300,124300,2025-12-07,10000,1
4914,124313,124313,2025-09-28,10000,1
4915,124320,124320,2025-12-21,10000,1
4916,124354,124354,2025-03-21,10000,1
4917,124360,124360,2025-03-14,10000,1
4918,124374,124374,2025-10-14,10000,1
4919,124464,124464,2025-07-07,10000,1
4920,124481,124481,2025-04-21,10000,1
4921,124494,124494,2025-06-21,10000,1
4922,124495,124495,2025-10-14,10000,1
4923,124513,124513,2025-03-14,10000,1
4924,124516,124516,2025-08-14,10000,1
4925,124539,124539,2025-03-28,10000,1
4926,124565,124565,2025-02-14,10000,1
4927,124580,124580,2025-12-07,10000,1
4928,124590,124590,2025-10-28,10000,1
4929,124638,124638,2025-12-21,10000,1
4930,124640,124640,2025-11-07,10000,1
4931,124644,124644,2025-06-14,10000,1
4932,124690,124690,2025-12-28,10000,1
4933,124708,124708,2025-10-14,10000,1
4934,124808,124808,2025-07-07,10000,1
4935,124825,124825,2025-09-14,10000,1
4936,124839,124839,2025-04-28,10000,1
4937,124849,124849,2025-07-07,10000,1
4938,124868,124868,2025-02-28,10000,1
4939,124894,124894,2025-11-07,10000,1
4940,124927,124927,2025-01-21,10000,1
4941,124967,124967,2025-03-28,10000,1
4942,125013,125013,2025-11-14,10000,1
4943,125029,125029,2025-05-14,10000,1
4944,125047,125047,2025-05-14,10000,1
4945,125070,125070,2025-03-28,10000,1
4946,125091,125091,2025-03-07,10000,1
4947,125127,125127,2025-10-14,10000,1
4948,125133,125133,2025-10-07,10000,1
4949,125142,125142,2025-02-21,10000,1
4950,125171,125171,2025-09-14,10000,1
4951,125185,125185,2025-06-14,10000,1
4952,125186,125186,2025-03-21,10000,1
4953,125193,125193,2025-11-07,10000,1
4954,125239,125239,2025-09-07,10000,1
4955,125244,125244,2025-04-14,10000,1
4956,125256,125256,2025-08-21,10000,1
4957,125259,125259,2025-12-21,10000,1
4958,125323,125323,2025-10-21,10000,1
4959,125349,125349,2025-01-28,10000,1
4960,125384,125384,2025-06-14,10000,1
4961,125415,125415,2025-01-28,10000,1
4962,125426,125426,2025-05-14,10000,1
4963,125444,125444,2025-03-14,10000,1
4964,125445,125445,2025-08-14,10000,1
4965,125446,125446,2025-11-28,10000,1
4966,125476,125476,2025-01-14,10000,1
4967,125477,125477,2025-06-07,10000,1
4968,125555,125555,2025-07-21,10000,1
4969,125583,125583,2025-07-21,10000,1
4970,125589,125589,2025-02-14,10000,1
4971,125602,125602,2025-02-28,10000,1
4972,125626,125626,2025-01-07,10000,1
4973,125630,125630,2025-10-28,10000,1
4974,125643,125643,2025-10-28,10000,1
4975,125674,125674,2025-07-21,10000,1
4976,125699,125699,2025-11-14,10000,1
4977,125700,125700,2025-03-14,10000,1
4978,125722,125722,2025-04-14,10000,1
4979,125757,125757,2025-03-14,10000,1
4980,125761,125761,2025-04-07,10000,1
4981,125767,125767,2025-04-21,10000,1
4982,125781,125781,2025-06-14,10000,1
4983,125810,125810,2025-06-28,10000,1
4984,125819,125819,2025-11-07,10000,1
4985,125846,125846,2025-11-28,10000,1
4986,125858,125858,2025-07-28,10000,1
4987,125881,125881,2025-01-07,10000,1
4988,125945,125945,2025-12-07,10000,1
4989,125968,125968,2025-03-21,10000,1
4990,125985,125985,2025-03-28,10000,1
4991,126001,126001,2025-10-14,10000,1
4992,126017,126017,2025-03-28,10000,1
4993,126044,126044,2025-10-14,10000,1
4994,126051,126051,2025-11-21,10000,1
4995,126096,126096,2025-01-21,10000,1
4996,126124,126124,2025-10-07,10000,1
4997,126134,126134,2025-06-21,10000,1
4998,126175,126175,2025-11-14,10000,1
4999,126180,126180,2025-06-14,10000,1
5000,126200,126200,2025-01-28,10000,1
5001,126258,126258,2025-04-28,10000,1
5002,126301,126301,2025-01-07,10000,1
5003,126333,126333,2025-12-28,10000,1
5004,126348,126348,2025-11-21,10000,1
5005,126351,126351,2025-01-21,10000,1
5006,126363,126363,2025-05-21,10000,1
5007,126368,126368,2025-10-21,10000,1
5008,126377,126377,2025-12-28,10000,1
5009,126406,126406,2025-09-07,10000,1
5010,126450,126450,2025-08-21,10000,1
5011,126471,126471,2025-11-21,10000,1
5012,126473,126473,2025-10-14,10000,1
5013,126500,126500,2025-08-14,10000,1
5014,126586,126586,2025-10-21,10000,1
5015,126598,126598,2025-05-14,10000,1
5016,126610,126610,2025-02-21,10000,1
5017,126614,126614,2025-11-21,10000,1
5018,126665,126665,2025-08-07,10000,1
5019,126729,126729,2025-11-07,10000,1
5020,126774,126774,2025-08-14,10000,1
5021,126842,126842,2025-10-21,10000,1
5022,126849,126849,2025-11-14,10000,1
5023,126856,126856,2025-10-21,10000,1
5024,126881,126881,2025-03-14,10000,1
5025,127093,127093,2025-02-28,10000,1
5026,127100,127100,2025-03-28,10000,1
5027,127115,127115,2025-12-21,10000,1
5028,127134,127134,2025-10-07,10000,1
5029,127143,127143,2025-10-07,10000,1
5030,127158,127158,2025-05-14,10000,1
5031,127174,127174,2025-06-07,10000,1
5032,127205,127205,2025-02-14,10000,1
5033,127287,127287,2025-10-21,10000,1
5034,127293,127293,2025-09-21,10000,1
5035,127305,127305,2025-04-07,10000,1
5036,127353,127353,2025-10-07,10000,1
5037,127356,127356,2025-04-14,10000,1
5038,127384,127384,2025-11-28,10000,1
5039,127562,127562,2025-09-07,10000,1
5040,127568,127568,2025-03-21,10000,1
5041,127575,127575,2025-02-28,10000,1
5042,127602,127602,2025-11-07,10000,1
5043,127631,127631,2025-11-14,10000,1
5044,127637,127637,2025-04-21,10000,1
5045,127666,127666,2025-09-14,10000,1
5046,127676,127676,2025-08-21,10000,1
5047,127728,127728,2025-05-28,10000,1
5048,127735,127735,2025-03-28,10000,1
5049,127762,127762,2025-10-28,10000,1
5050,127809,127809,2025-09-07,10000,1
5051,127852,127852,2025-06-21,10000,1
5052,127860,127860,2025-02-14,10000,1
5053,127880,127880,2025-11-14,10000,1
5054,127883,127883,2025-04-14,10000,1
5055,127905,127905,2025-01-28,10000,1
5056,127907,127907,2025-10-21,10000,1
5057,127918,127918,2025-04-28,10000,1
5058,127987,127987,2025-05-21,10000,1
5059,127992,127992,2025-01-28,10000,1
5060,128013,128013,2025-12-21,10000,1
5061,128014,128014,2025-08-14,10000,1
5062,128044,128044,2025-05-21,10000,1
5063,128072,128072,2025-10-28,10000,1
5064,128090,128090,2025-05-07,10000,1
5065,128196,128196,2025-12-07,10000,1
5066,128200,128200,2025-08-28,10000,1
5067,128234,128234,2025-07-07,10000,1
5068,128242,128242,2025-02-21,10000,1
5069,128252,128252,2025-09-14,10000,1
5070,128290,128290,2025-08-21,10000,1
5071,128324,128324,2025-05-14,10000,1
5072,128377,128377,2025-02-14,10000,1
5073,128396,128396,2025-12-07,10000,1
5074,128402,128402,2025-12-14,10000,1
5075,128422,128422,2025-02-14,10000,1
5076,128429,128429,2025-08-28,10000,1
5077,128460,128460,2025-10-07,10000,1
5078,128464,128464,2025-04-14,10000,1
5079,128468,128468,2025-10-28,10000,1
5080,128488,128488,2025-11-14,10000,1
5081,128512,128512,2025-07-07,10000,1
5082,128517,128517,2025-02-21,10000,1
5083,128551,128551,2025-09-28,10000,1
5084,128593,128593,2025-06-21,10000,1
5085,128594,128594,2025-03-14,10000,1
5086,128595,128595,2025-07-07,10000,1
5087,128629,128629,2025-05-14,10000,1
5088,128683,128683,2025-02-28,10000,1
5089,128695,128695,2025-05-28,10000,1
5090,128721,128721,2025-08-21,10000,1
5091,128744,128744,2025-12-14,10000,1
5092,128789,128789,2025-05-14,10000,1
5093,128790,128790,2025-08-14,10000,1
5094,128810,128810,2025-05-07,10000,1
5095,128824,128824,2025-03-07,10000,1
5096,128835,128835,2025-06-14,10000,1
5097,128865,128865,2025-01-21,10000,1
5098,128877,128877,2025-05-07,10000,1
5099,128887,128887,2025-12-07,10000,1
5100,128915,128915,2025-07-28,10000,1
5101,128949,128949,2025-11-21,10000,1
5102,128959,128959,2025-03-21,10000,1
5103,128962,128962,2025-11-07,10000,1
5104,128989,128989,2025-07-28,10000,1
5105,128992,128992,2025-07-14,10000,1
5106,128998,128998,2025-09-07,10000,1
5107,129043,129043,2025-09-28,10000,1
5108,129060,129060,2025-04-14,10000,1
5109,129064,129064,2025-02-07,10000,1
5110,129092,129092,2025-12-14,10000,1
5111,129109,129109,2025-01-21,10000,1
5112,129124,129124,2025-12-07,10000,1
5113,129140,129140,2025-07-14,10000,1
5114,129157,129157,2025-10-14,10000,1
5115,129184,129184,2025-11-07,10000,1
5116,129201,129201,2025-10-07,10000,1
5117,129287,129287,2025-09-14,10000,1
5118,129340,129340,2025-07-07,10000,1
5119,129382,129382,2025-07-14,10000,1
5120,129457,129457,2025-11-28,10000,1
5121,129463,129463,2025-12-07,10000,1
5122,129487,129487,2025-09-21,10000,1
5123,129488,129488,2025-08-21,10000,1
5124,129489,129489,2025-07-21,10000,1
5125,129499,129499,2025-05-07,10000,1
5126,129536,129536,2025-06-07,10000,1
5127,129573,129573,2025-04-14,10000,1
5128,129594,129594,2025-02-07,10000,1
5129,129601,129601,2025-02-28,10000,1
5130,129616,129616,2025-12-28,10000,1
5131,129636,129636,2025-09-28,10000,1
5132,129666,129666,2025-05-21,10000,1
5133,129670,129670,2025-02-07,10000,1
5134,129691,129691,2025-12-07,10000,1
5135,129694,129694,2025-04-14,10000,1
5136,129724,129724,2025-08-14,10000,1
5137,129759,129759,2025-10-28,10000,1
5138,129774,129774,2025-07-28,10000,1
5139,129849,129849,2025-03-07,10000,1
5140,129850,129850,2025-11-21,10000,1
5141,129906,129906,2025-08-28,10000,1
5142,129984,129984,2025-07-07,10000,1
5143,130002,130002,2025-11-28,10000,1
5144,130032,130032,2025-06-07,10000,1
5145,130106,130106,2025-02-21,10000,1
5146,130129,130129,2025-12-14,10000,1
5147,130190,130190,2025-04-07,10000,1
5148,130201,130201,2025-02-07,10000,1
5149,130209,130209,2025-01-14,10000,1
5150,130281,130281,2025-07-07,10000,1
5151,130298,130298,2025-08-14,10000,1
5152,130306,130306,2025-09-07,10000,1
5153,130312,130312,2025-01-28,10000,1
5154,130349,130349,2025-12-21,10000,1
5155,130359,130359,2025-01-14,10000,1
5156,130362,130362,2025-09-07,10000,1
5157,130390,130390,2025-11-21,10000,1
5158,130413,130413,2025-04-21,10000,1
5159,130433,130433,2025-09-28,10000,1
5160,130482,130482,2025-02-14,10000,1
5161,130493,130493,2025-08-21,10000,1
5162,130512,130512,2025-10-21,10000,1
5163,130532,130532,2025-08-07,10000,1
5164,130592,130592,2025-08-21,10000,1
5165,130609,130609,2025-05-28,10000,1
5166,130628,130628,2025-06-21,10000,1
5167,130697,130697,2025-09-21,10000,1
5168,130713,130713,2025-06-14,10000,1
5169,130734,130734,2025-09-07,10000,1
5170,130747,130747,2025-06-14,10000,1
5171,130752,130752,2025-03-14,10000,1
5172,130762,130762,2025-04-14,10000,1
5173,130804,130804,2025-09-28,10000,1
5174,130809,130809,2025-12-14,10000,1
5175,130821,130821,2025-01-21,10000,1
5176,130857,130857,2025-11-21,10000,1
5177,130869,130869,2025-03-14,10000,1
5178,130872,130872,2025-03-28,10000,1
5179,130908,130908,2025-09-07,10000,1
5180,130924,130924,2025-03-28,10000,1
5181,130951,130951,2025-12-21,10000,1
5182,130955,130955,2025-09-28,10000,1
5183,130960,130960,2025-04-28,10000,1
5184,130975,130975,2025-03-28,10000,1
5185,130995,130995,2025-03-21,10000,1
5186,131015,131015,2025-06-28,10000,1
5187,131017,131017,2025-08-21,10000,1
5188,131024,131024,2025-01-14,10000,1
5189,131031,131031,2025-12-21,10000,1
5190,131039,131039,2025-04-14,10000,1
5191,131061,131061,2025-02-21,10000,1
5192,131081,131081,2025-03-28,10000,1
5193,131102,131102,2025-11-21,10000,1
5194,131108,131108,2025-12-07,10000,1
5195,131115,131115,2025-07-21,10000,1
5196,131127,131127,2025-11-21,10000,1
5197,131129,131129,2025-11-07,10000,1
5198,131132,131132,2025-11-07,10000,1
5199,131136,131136,2025-08-14,10000,1
5200,131143,131143,2025-11-28,10000,1
5201,131147,131147,2025-09-07,10000,1
5202,131192,131192,2025-10-28,10000,1
5203,131202,131202,2025-11-07,10000,1
5204,131226,131226,2025-08-14,10000,1
5205,131258,131258,2025-09-14,10000,1
5206,131295,131295,2025-07-14,10000,1
5207,131302,131302,2025-02-07,10000,1
5208,131341,131341,2025-08-14,10000,1
5209,131376,131376,2025-09-14,10000,1
5210,131381,131381,2025-07-21,10000,1
5211,131384,131384,2025-03-14,10000,1
5212,131389,131389,2025-03-07,10000,1
5213,131401,131401,2025-03-14,10000,1
5214,131472,131472,2025-12-28,10000,1
5215,131477,131477,2025-04-21,10000,1
5216,131480,131480,2025-02-07,10000,1
5217,131518,131518,2025-03-21,10000,1
5218,131589,131589,2025-08-07,10000,1
5219,131593,131593,2025-10-07,10000,1
5220,131595,131595,2025-09-21,10000,1
5221,131660,131660,2025-09-07,10000,1
5222,131683,131683,2025-07-07,10000,1
5223,131696,131696,2025-04-07,10000,1
5224,131704,131704,2025-05-28,10000,1
5225,131713,131713,2025-10-21,10000,1
5226,131791,131791,2025-01-07,10000,1
5227,131800,131800,2025-11-21,10000,1
5228,131808,131808,2025-09-28,10000,1
5229,131876,131876,2025-05-07,10000,1
5230,131895,131895,2025-01-07,10000,1
5231,131902,131902,2025-09-07,10000,1
5232,131971,131971,2025-03-07,10000,1
5233,131979,131979,2025-05-28,10000,1
5234,131989,131989,2025-02-28,10000,1
5235,132029,132029,2025-10-28,10000,1
5236,132036,132036,2025-08-14,10000,1
5237,132061,132061,2025-06-21,10000,1
5238,132097,132097,2025-11-28,10000,1
5239,132099,132099,2025-07-28,10000,1
5240,132101,132101,2025-10-28,10000,1
5241,132127,132127,2025-02-21,10000,1
5242,132140,132140,2025-02-28,10000,1
5243,132150,132150,2025-10-21,10000,1
5244,132153,132153,2025-12-14,10000,1
5245,132166,132166,2025-11-21,10000,1
5246,132213,132213,2025-02-28,10000,1
5247,132241,132241,2025-06-28,10000,1
5248,132257,132257,2025-01-21,10000,1
5249,132260,132260,2025-08-28,10000,1
5250,132269,132269,2025-02-07,10000,1
5251,132271,132271,2025-12-07,10000,1
5252,132277,132277,2025-09-28,10000,1
5253,132279,132279,2025-03-07,10000,1
5254,132282,132282,2025-09-07,10000,1
5255,132293,132293,2025-06-28,10000,1
5256,132294,132294,2025-06-07,10000,1
5257,132307,132307,2025-07-07,10000,1
5258,132311,132311,2025-11-21,10000,1
5259,132331,132331,2025-06-28,10000,1
5260,132362,132362,2025-06-28,10000,1
5261,132385,132385,2025-02-14,10000,1
5262,132402,132402,2025-09-14,10000,1
5263,132404,132404,2025-05-14,10000,1
5264,132445,132445,2025-07-14,10000,1
5265,132450,132450,2025-08-07,10000,1
5266,132499,132499,2025-05-28,10000,1
5267,132503,132503,2025-03-07,10000,1
5268,132552,132552,2025-12-14,10000,1
5269,132558,132558,2025-09-21,10000,1
5270,132562,132562,2025-12-21,10000,1
5271,132574,132574,2025-05-07,10000,1
5272,132607,132607,2025-03-14,10000,1
5273,132620,132620,2025-07-28,10000,1
5274,132624,132624,2025-08-28,10000,1
5275,132638,132638,2025-02-14,10000,1
5276,132649,132649,2025-02-07,10000,1
5277,132792,132792,2025-11-14,10000,1
5278,132802,132802,2025-11-07,10000,1
5279,132803,132803,2025-10-21,10000,1
5280,132833,132833,2025-03-21,10000,1
5281,132871,132871,2025-05-21,10000,1
5282,132890,132890,2025-03-14,10000,1
5283,132893,132893,2025-08-07,10000,1
5284,132899,132899,2025-05-07,10000,1
5285,132913,132913,2025-03-21,10000,1
5286,132963,132963,2025-08-21,10000,1
5287,132970,132970,2025-02-07,10000,1
5288,132981,132981,2025-11-28,10000,1
5289,133014,133014,2025-07-07,10000,1
5290,133018,133018,2025-04-28,10000,1
5291,133057,133057,2025-03-28,10000,1
5292,133089,133089,2025-03-28,10000,1
5293,133105,133105,2025-08-14,10000,1
5294,133195,133195,2025-10-21,10000,1
5295,133235,133235,2025-01-14,10000,1
5296,133237,133237,2025-02-21,10000,1
5297,133247,133247,2025-07-14,10000,1
5298,133267,133267,2025-08-28,10000,1
5299,133282,133282,2025-11-14,10000,1
5300,133295,133295,2025-08-28,10000,1
5301,133303,133303,2025-11-21,10000,1
5302,133307,133307,2025-07-28,10000,1
5303,133318,133318,2025-04-28,10000,1
5304,133325,133325,2025-05-07,10000,1
5305,133332,133332,2025-05-28,10000,1
5306,133388,133388,2025-12-14,10000,1
5307,133392,133392,2025-12-07,10000,1
5308,133397,133397,2025-03-07,10000,1
5309,133410,133410,2025-07-28,10000,1
5310,133422,133422,2025-08-21,10000,1
5311,133444,133444,2025-01-07,10000,1
5312,133463,133463,2025-12-21,10000,1
5313,133492,133492,2025-03-07,10000,1
5314,133547,133547,2025-07-28,10000,1
5315,133549,133549,2025-12-28,10000,1
5316,133555,133555,2025-12-28,10000,1
5317,133565,133565,2025-10-21,10000,1
5318,133624,133624,2025-10-14,10000,1
5319,133659,133659,2025-08-07,10000,1
5320,133670,133670,2025-01-14,10000,1
5321,133684,133684,2025-11-14,10000,1
5322,133709,133709,2025-11-21,10000,1
5323,133710,133710,2025-01-07,10000,1
5324,133711,133711,2025-11-21,10000,1
5325,133735,133735,2025-08-28,10000,1
5326,133742,133742,2025-02-14,10000,1
5327,133750,133750,2025-04-07,10000,1
5328,133774,133774,2025-01-14,10000,1
5329,133896,133896,2025-03-21,10000,1
5330,133900,133900,2025-08-14,10000,1
5331,133910,133910,2025-03-07,10000,1
5332,133951,133951,2025-12-21,10000,1
5333,133998,133998,2025-06-21,10000,1
5334,134013,134013,2025-06-07,10000,1
5335,134021,134021,2025-01-07,10000,1
5336,134048,134048,2025-01-07,10000,1
5337,134136,134136,2025-07-21,10000,1
5338,134139,134139,2025-08-21,10000,1
5339,134172,134172,2025-08-21,10000,1
5340,134189,134189,2025-05-21,10000,1
5341,134221,134221,2025-01-21,10000,1
5342,134259,134259,2025-04-14,10000,1
5343,134279,134279,2025-11-14,10000,1
5344,134302,134302,2025-04-21,10000,1
5345,134307,134307,2025-10-14,10000,1
5346,134318,134318,2025-05-28,10000,1
5347,134321,134321,2025-12-28,10000,1
5348,134391,134391,2025-09-28,10000,1
5349,134420,134420,2025-06-28,10000,1
5350,134428,134428,2025-07-07,10000,1
5351,134488,134488,2025-05-07,10000,1
5352,134505,134505,2025-09-28,10000,1
5353,134525,134525,2025-09-21,10000,1
5354,134530,134530,2025-08-07,10000,1
5355,134550,134550,2025-04-21,10000,1
5356,134586,134586,2025-02-28,10000,1
5357,134618,134618,2025-02-14,10000,1
5358,134627,134627,2025-10-07,10000,1
5359,134635,134635,2025-10-28,10000,1
5360,134649,134649,2025-01-14,10000,1
5361,134677,134677,2025-10-14,10000,1
5362,134740,134740,2025-01-14,10000,1
5363,134799,134799,2025-02-14,10000,1
5364,134816,134816,2025-08-14,10000,1
5365,134834,134834,2025-11-14,10000,1
5366,134877,134877,2025-04-21,10000,1
5367,134925,134925,2025-06-28,10000,1
5368,134926,134926,2025-04-07,10000,1
5369,134937,134937,2025-11-14,10000,1
5370,134944,134944,2025-04-07,10000,1
5371,134950,134950,2025-06-07,10000,1
5372,134965,134965,2025-05-14,10000,1
5373,134983,134983,2025-09-21,10000,1
5374,135027,135027,2025-07-14,10000,1
5375,135047,135047,2025-01-07,10000,1
5376,135072,135072,2025-04-14,10000,1
5377,135120,135120,2025-08-28,10000,1
5378,135138,135138,2025-11-14,10000,1
5379,135167,135167,2025-10-07,10000,1
5380,135172,135172,2025-11-28,10000,1
5381,135173,135173,2025-10-07,10000,1
5382,135194,135194,2025-05-21,10000,1
5383,135207,135207,2025-08-21,10000,1
5384,135213,135213,2025-07-14,10000,1
5385,135246,135246,2025-01-14,10000,1
5386,135259,135259,2025-08-14,10000,1
5387,135312,135312,2025-05-07,10000,1
5388,135318,135318,2025-06-07,10000,1
5389,135378,135378,2025-11-14,10000,1
5390,135380,135380,2025-12-14,10000,1
5391,135395,135395,2025-02-21,10000,1
5392,135399,135399,2025-07-07,10000,1
5393,135400,135400,2025-11-28,10000,1
5394,135404,135404,2025-08-14,10000,1
5395,135409,135409,2025-05-21,10000,1
5396,135468,135468,2025-03-07,10000,1
5397,135489,135489,2025-06-14,10000,1
5398,135526,135526,2025-04-21,10000,1
5399,135558,135558,2025-07-14,10000,1
5400,135637,135637,2025-10-21,10000,1
5401,135664,135664,2025-09-14,10000,1
5402,135666,135666,2025-07-21,10000,1
5403,135679,135679,2025-06-28,10000,1
5404,135689,135689,2025-09-21,10000,1
5405,135710,135710,2025-02-14,10000,1
5406,135746,135746,2025-03-14,10000,1
5407,135781,135781,2025-03-14,10000,1
5408,135816,135816,2025-01-07,10000,1
5409,135832,135832,2025-02-07,10000,1
5410,135843,135843,2025-09-14,10000,1
5411,135879,135879,2025-03-14,10000,1
5412,135888,135888,2025-11-28,10000,1
5413,135937,135937,2025-09-28,10000,1
5414,135943,135943,2025-01-28,10000,1
5415,135989,135989,2025-08-21,10000,1
5416,135994,135994,2025-07-28,10000,1
5417,136033,136033,2025-01-14,10000,1
5418,136162,136162,2025-01-21,10000,1
5419,136190,136190,2025-01-28,10000,1
5420,136228,136228,2025-04-28,10000,1
5421,136233,136233,2025-02-28,10000,1
5422,136242,136242,2025-07-28,10000,1
5423,136243,136243,2025-07-07,10000,1
5424,136246,136246,2025-09-14,10000,1
5425,136314,136314,2025-05-21,10000,1
5426,136326,136326,2025-02-07,10000,1
5427,136340,136340,2025-03-07,10000,1
5428,136381,136381,2025-01-28,10000,1
5429,136403,136403,2025-11-07,10000,1
5430,136404,136404,2025-01-14,10000,1
5431,136477,136477,2025-03-14,10000,1
5432,136546,136546,2025-08-07,10000,1
5433,136637,136637,2025-08-21,10000,1
5434,136643,136643,2025-03-21,10000,1
5435,136697,136697,2025-03-07,10000,1
5436,136739,136739,2025-02-28,10000,1
5437,136745,136745,2025-10-28,10000,1
5438,136757,136757,2025-11-28,10000,1
5439,136774,136774,2025-02-07,10000,1
5440,136797,136797,2025-10-21,10000,1
5441,136819,136819,2025-11-28,10000,1
5442,136820,136820,2025-03-21,10000,1
5443,136839,136839,2025-12-21,10000,1
5444,136901,136901,2025-06-28,10000,1
5445,136932,136932,2025-07-28,10000,1
5446,136937,136937,2025-08-14,10000,1
5447,136940,136940,2025-01-07,10000,1
5448,136948,136948,2025-03-21,10000,1
5449,136960,136960,2025-10-28,10000,1
5450,136967,136967,2025-04-21,10000,1
5451,137011,137011,2025-11-28,10000,1
5452,137017,137017,2025-05-07,10000,1
5453,137033,137033,2025-08-14,10000,1
5454,137046,137046,2025-01-07,10000,1
5455,137049,137049,2025-03-07,10000,1
5456,137050,137050,2025-04-28,10000,1
5457,137057,137057,2025-01-07,10000,1
5458,137066,137066,2025-03-14,10000,1
5459,137068,137068,2025-10-28,10000,1
5460,137114,137114,2025-01-14,10000,1
5461,137122,137122,2025-09-07,10000,1
5462,137125,137125,2025-02-21,10000,1
5463,137150,137150,2025-07-28,10000,1
5464,137161,137161,2025-09-07,10000,1
5465,137172,137172,2025-04-28,10000,1
5466,137178,137178,2025-01-14,10000,1
5467,137195,137195,2025-06-28,10000,1
5468,137243,137243,2025-08-07,10000,1
5469,137288,137288,2025-02-21,10000,1
5470,137289,137289,2025-10-14,10000,1
5471,137296,137296,2025-12-28,10000,1
5472,137297,137297,2025-05-28,10000,1
5473,137381,137381,2025-04-07,10000,1
5474,137415,137415,2025-04-28,10000,1
5475,137470,137470,2025-04-21,10000,1
5476,137473,137473,2025-02-21,10000,1
5477,137543,137543,2025-09-14,10000,1
5478,137572,137572,2025-11-07,10000,1
5479,137588,137588,2025-06-28,10000,1
5480,137599,137599,2025-06-21,10000,1
5481,137606,137606,2025-05-28,10000,1
